2020-11-04,49600
2020-11-05,69400
2020-11-06,89200
2020-11-07,118900
2020-11-08,148600
2020-11-09,178300
2020-11-10,208000
2020-11-11,237700
2020-11-12,267400
2020-11-13,307000
2020-11-14,346600
2020-11-15,386200
2020-11-16,425800
2020-11-17,465400
2020-11-18,514900
2020-11-19,564400
2020-11-20,623800
2020-11-21,683200
2020-11-22,742600
2020-11-23,802000
2020-11-24,861400
2020-11-25,920800
2020-11-26,980200
2020-11-27,1039600
2020-11-28,1039600
2020-11-29,1039600
2020-11-30,1039600
2020-12-01,1039600
2020-12-02,1039600
2020-12-03,1049500
2020-12-04,1069300
2020-12-05,1089100
2020-12-06,1108900
2020-12-07,1128700
2020-12-08,1148500
2020-12-09,1168300
2020-12-10,1188100
2020-12-11,1207900
2020-12-12,1227700
2020-12-13,1247500
2020-12-14,1267300
2020-12-15,1287100
2020-12-16,1306900
2020-12-17,1326700
2020-12-18,1346500
2020-12-19,1376200
2020-12-20,1405900
2020-12-21,1435600
2020-12-22,1465300
2020-12-23,1495000
